Ambient_Temp,Visible,Acceleration_Z,Magnetometer_Y,Acceleration_Y,Infrared,PSU_Voltage,Humidity,Latitude,Satellites,Longitude,Current,Magnetometer_X,Magnetometer_Z,Acceleration_X,Probe_Temp,Light,Altitude,GPS_Fix,File
30.77,589878,0.92,-116.55,-0.08,9,,28.69,0.0,,0.0,,-372.36,-417.96,9.79,14.45,7.87,0.0,0.0,File_19349.json
,,,,,,,,,,,,,,,,,,,File_3070.json
31.01,589877,0.88,-116.45,0.00,9,,39.48,0.0,,0.0,,-372.36,-417.96,9.75,5.43,7.71,0.0,0.0,File_19868.json
31.27,9765632,0.92,-116.27,-0.04,149,,31.02,0.0,,0.0,,-372.36,-417.96,9.68,6.07,109.77,0.0,0.0,File_1238.json
30.92,1376344,0.88,-116.91,0.00,21,,24.40,0.0,,0.0,,-372.36,-417.96,9.71,4.52,12.17,0.0,0.0,File_19879.json
31.22,589876,0.88,-116.09,-0.04,9,,25.21,0.0,,0.0,,-372.36,-417.96,9.71,5.70,7.55,0.0,0.0,File_9534.json
31.09,589880,0.92,-116.27,-0.08,9,,39.60,0.0,,0.0,,-372.36,-417.96,9.79,13.58,8.20,0.0,0.0,File_1952.json
31.22,1048666,0.92,-116.45,-0.04,16,,26.41,0.0,,0.0,,-372.36,-417.96,9.71,5.73,13.02,0.0,0.0,File_2853.json
31.15,589881,0.76,-116.36,-0.15,9,,33.39,0.0,,0.0,,-372.36,-417.96,9.79,1.29,8.36,0.0,0.0,File_8204.json
31.28,524341,0.84,-116.09,0.00,8,,42.95,0.0,,0.0,,-372.36,-417.96,9.68,14.28,7.81,0.0,0.0,File_19789.json
31.60,983097,0.88,-116.00,-0.04,15,,19.49,0.0,,0.0,,-372.36,-417.96,9.75,6.24,7.74,0.0,0.0,File_8862.json
30.87,11207457,0.92,-116.64,-0.04,171,,26.23,0.0,,0.0,,-372.36,-417.96,9.75,14.08,112.86,0.0,0.0,File_12586.json
31.24,458796,0.88,-116.36,-0.04,7,,24.45,0.0,,0.0,,-372.36,-417.96,9.71,12.16,6.45,0.0,0.0,File_7329.json
30.74,983098,0.92,-116.64,-0.08,15,,30.66,0.0,,0.0,,-372.36,-417.96,9.75,11.18,7.90,0.0,0.0,File_13049.json
31.05,10945326,0.96,-116.27,-0.04,167,,22.85,0.0,,0.0,,-372.36,-417.96,9.75,11.92,115.40,0.0,0.0,File_7837.json
31.24,655413,0.92,-116.09,0.00,10,,20.21,0.0,,0.0,,-372.36,-417.96,9.71,5.66,7.61,0.0,0.0,File_16130.json
31.28,524338,0.99,-116.27,-0.04,8,,34.14,0.0,,0.0,,-372.36,-417.96,9.71,14.52,7.32,0.0,0.0,File_3058.json
31.06,589878,0.92,-115.64,-0.04,9,,36.79,0.0,,0.0,,-372.36,-417.96,9.71,13.37,7.87,0.0,0.0,File_15389.json
30.76,524336,0.96,-116.82,-0.04,8,,28.50,0.0,,0.0,,-372.36,-417.96,9.71,12.09,7.00,0.0,0.0,File_5966.json
31.09,10224416,0.92,-116.36,-0.08,156,,28.04,0.0,,0.0,,-372.36,-417.96,9.71,11.79,114.27,0.0,0.0,File_6885.json
30.87,786490,0.92,-116.64,-0.11,12,,28.29,0.0,,0.0,,-372.36,-417.96,9.79,1.83,8.21,0.0,0.0,File_10593.json
30.98,524340,0.84,-116.36,0.08,8,,39.84,0.0,,0.0,,-372.36,-417.96,9.71,0.59,7.65,0.0,0.0,File_5306.json
30.62,9831170,0.92,-116.82,0.00,150,,30.94,0.0,,0.0,,-372.36,-417.96,9.71,9.63,110.00,0.0,0.0,File_17793.json
30.85,589880,0.92,-116.55,-0.04,9,,30.34,0.0,,0.0,,-372.36,-417.96,9.79,5.02,8.20,0.0,0.0,File_6149.json
31.28,524335,0.88,-116.18,-0.04,8,,35.84,0.0,,0.0,,-372.36,-417.96,9.71,13.71,6.83,0.0,0.0,File_1439.json
30.95,1704029,0.84,-116.45,-0.04,26,,27.25,0.0,,0.0,,-372.36,-417.96,9.71,7.82,12.46,0.0,0.0,File_6515.json
31.28,1114169,0.92,-116.00,-0.08,17,,27.51,0.0,,0.0,,-372.36,-417.96,9.83,14.49,7.53,0.0,0.0,File_17737.json
31.28,10027783,0.99,-116.64,-0.11,153,,30.52,0.0,,0.0,,-372.36,-417.96,9.64,1.26,110.50,0.0,0.0,File_7218.json
31.12,10879790,0.99,-115.91,-0.04,166,,38.02,0.0,,0.0,,-372.36,-417.96,9.75,13.00,115.51,0.0,0.0,File_14061.json
31.05,9765633,0.88,-116.36,-0.11,149,,39.95,0.0,,0.0,,-372.36,-417.96,9.79,0.69,109.94,0.0,0.0,File_10418.json
31.16,524337,0.84,-116.00,-0.11,8,,43.29,0.0,,0.0,,-372.36,-417.96,9.68,5.33,7.16,0.0,0.0,File_18111.json
30.91,655417,0.76,-116.55,-0.11,10,,40.24,0.0,,0.0,,-372.36,-417.96,9.71,3.24,8.26,0.0,0.0,File_9024.json
31.21,983100,0.92,-116.27,-0.11,15,,39.67,0.0,,0.0,,-372.36,-417.96,9.68,0.42,8.23,0.0,0.0,File_18487.json
31.33,589878,0.88,-115.91,-0.11,9,,38.10,0.0,,0.0,,-372.36,-417.96,9.79,14.49,7.87,0.0,0.0,File_5112.json
31.25,2883695,0.96,-116.18,-0.08,44,,17.41,0.0,,0.0,,-372.36,-417.96,9.71,11.15,13.52,0.0,0.0,File_5586.json
31.55,11207474,0.92,-115.73,0.00,171,,41.99,0.0,,0.0,,-372.36,-417.96,9.71,14.12,115.64,0.0,0.0,File_5932.json
31.01,10289937,0.96,-116.64,-0.08,157,,34.15,0.0,,0.0,,-372.36,-417.96,9.75,8.59,111.71,0.0,0.0,File_13167.json
30.77,1441867,0.84,-116.82,-0.04,22,,26.31,0.0,,0.0,,-372.36,-417.96,9.71,13.48,9.94,0.0,0.0,File_12740.json
30.98,524335,0.84,-116.00,-0.15,8,,39.60,0.0,,0.0,,-372.36,-417.96,9.71,0.52,6.83,0.0,0.0,File_7797.json
31.08,655411,0.88,-115.91,-0.04,10,,37.74,0.0,,0.0,,-372.36,-417.96,9.75,0.32,7.28,0.0,0.0,File_19005.json
31.49,655416,0.92,-115.82,-0.08,10,,42.41,0.0,,0.0,,-372.36,-417.96,9.79,3.61,8.09,0.0,0.0,File_13556.json
30.85,1114175,0.92,-116.64,0.00,17,,40.25,0.0,,0.0,,-372.36,-417.96,9.75,2.67,8.51,0.0,0.0,File_8266.json
31.26,10224416,1.03,-116.09,-0.04,156,,26.79,0.0,,0.0,,-372.36,-417.96,9.68,12.19,114.27,0.0,0.0,File_4185.json
31.08,655413,0.96,-116.00,0.00,10,,38.96,0.0,,0.0,,-372.36,-417.96,9.79,5.90,7.61,0.0,0.0,File_17745.json
31.09,1245271,0.96,-116.27,-0.04,19,,25.48,0.0,,0.0,,-372.36,-417.96,9.79,14.05,12.21,0.0,0.0,File_3856.json
30.63,983099,0.92,-116.64,-0.08,15,,29.37,0.0,,0.0,,-372.36,-417.96,9.75,11.86,8.06,0.0,0.0,File_16110.json
31.02,2490486,0.96,-116.27,-0.11,38,,28.54,0.0,,0.0,,-372.36,-417.96,9.75,9.23,15.29,0.0,0.0,File_14447.json
31.69,2359391,0.88,-115.64,-0.11,36,,37.12,0.0,,0.0,,-372.36,-417.96,9.79,14.49,11.74,0.0,0.0,File_16443.json
31.40,11010873,0.88,-116.00,-0.08,168,,42.75,0.0,,0.0,,-372.36,-417.96,9.75,5.43,117.09,0.0,0.0,File_6398.json
31.34,10027780,0.96,-116.55,-0.08,153,,30.43,0.0,,0.0,,-372.36,-417.96,9.75,2.97,110.01,0.0,0.0,File_9723.json
31.50,655421,0.88,-116.27,-0.08,10,,28.31,0.0,,0.0,,-372.36,-417.96,9.71,3.98,8.91,0.0,0.0,File_13671.json
31.24,9831173,0.96,-116.45,-0.04,150,,32.01,0.0,,0.0,,-372.36,-417.96,9.75,12.60,110.49,0.0,0.0,File_14561.json
31.36,2818161,0.92,-116.09,0.00,43,,20.00,0.0,,0.0,,-372.36,-417.96,9.75,4.76,13.95,0.0,0.0,File_16458.json
31.35,12125016,0.99,-116.18,0.00,185,,20.80,0.0,,0.0,,-372.36,-417.96,9.75,3.55,120.38,0.0,0.0,File_15898.json
30.92,1769578,0.96,-116.55,-0.04,27,,25.16,0.0,,0.0,,-372.36,-417.96,9.75,4.55,14.48,0.0,0.0,File_1074.json
30.75,10486551,0.84,-116.82,0.00,160,,29.68,0.0,,0.0,,-372.36,-417.96,9.75,1.26,112.38,0.0,0.0,File_16290.json
31.00,10683176,0.88,-116.00,-0.04,163,,24.28,0.0,,0.0,,-372.36,-417.96,9.75,12.83,114.84,0.0,0.0,File_4286.json
31.09,10814250,0.96,-115.91,-0.08,165,,37.93,0.0,,0.0,,-372.36,-417.96,9.75,10.81,114.96,0.0,0.0,File_11354.json
30.98,12714833,0.88,-116.36,-0.04,194,,28.58,0.0,,0.0,,-372.36,-417.96,9.75,11.59,118.29,0.0,0.0,File_14715.json
31.55,852025,0.84,-115.82,-0.04,13,,42.10,0.0,,0.0,,-372.36,-417.96,9.75,12.77,7.94,0.0,0.0,File_2553.json
31.43,458796,0.99,-116.45,-0.04,7,,24.72,0.0,,0.0,,-372.36,-417.96,9.68,1.83,6.45,0.0,0.0,File_10852.json
31.25,9765632,0.88,-116.00,0.00,149,,35.97,0.0,,0.0,,-372.36,-417.96,9.71,10.91,109.77,0.0,0.0,File_14765.json
31.01,589870,0.88,-116.73,-0.04,9,,37.73,0.0,,0.0,,-372.36,-417.96,9.79,13.34,6.57,0.0,0.0,File_17070.json
31.07,917573,0.96,-116.00,-0.04,14,,39.59,0.0,,0.0,,-372.36,-417.96,9.75,4.79,9.80,0.0,0.0,File_11852.json
31.10,524339,0.96,-115.73,0.00,8,,37.74,0.0,,0.0,,-372.36,-417.96,9.75,0.82,7.49,0.0,0.0,File_5371.json
28.94,720952,0.88,-118.00,-0.04,11,,24.67,0.0,,0.0,,-372.36,-417.96,9.71,3.55,7.99,0.0,0.0,File_8623.json
31.01,655418,0.88,-116.45,-0.04,10,,39.76,0.0,,0.0,,-372.36,-417.96,9.79,12.26,8.42,0.0,0.0,File_6835.json
30.75,524340,0.92,-116.55,-0.04,8,,29.67,0.0,,0.0,,-372.36,-417.96,9.75,14.35,7.65,0.0,0.0,File_2614.json
30.95,1310784,0.92,-116.09,-0.08,20,,39.83,0.0,,0.0,,-372.36,-417.96,9.71,7.48,8.36,0.0,0.0,File_4809.json
31.11,786490,0.88,-116.09,-0.04,12,,34.84,0.0,,0.0,,-372.36,-417.96,9.79,14.12,8.21,0.0,0.0,File_14686.json
30.86,524339,0.84,-116.82,-0.11,8,,27.80,0.0,,0.0,,-372.36,-417.96,9.64,5.19,7.49,0.0,0.0,File_6475.json
30.39,589878,0.92,-116.91,-0.15,9,,21.88,0.0,,0.0,,-372.36,-417.96,9.64,5.60,7.87,0.0,0.0,File_9966.json
31.36,10158860,0.92,-116.00,-0.11,155,,34.99,0.0,,0.0,,-372.36,-417.96,9.75,0.62,111.11,0.0,0.0,File_12842.json
30.69,589878,0.84,-117.00,0.00,9,,31.33,0.0,,0.0,,-372.36,-417.96,9.83,0.19,7.87,0.0,0.0,File_12731.json
30.64,524336,0.84,-116.82,-0.04,8,,29.83,0.0,,0.0,,-372.36,-417.96,9.79,5.19,7.00,0.0,0.0,File_1712.json
31.35,10945335,0.96,-116.27,-0.04,167,,39.24,0.0,,0.0,,-372.36,-417.96,9.71,13.64,116.87,0.0,0.0,File_3199.json
31.28,524333,0.92,-116.00,-0.04,8,,42.58,0.0,,0.0,,-372.36,-417.96,9.71,5.46,6.51,0.0,0.0,File_16004.json
30.87,589876,0.88,-116.64,0.00,9,,39.87,0.0,,0.0,,-372.36,-417.96,9.71,5.50,7.55,0.0,0.0,File_19806.json
31.15,10552100,0.88,-116.09,-0.04,161,,29.44,0.0,,0.0,,-372.36,-417.96,9.83,3.28,114.40,0.0,0.0,File_754.json
31.54,9896715,0.92,-116.00,-0.08,151,,32.98,0.0,,0.0,,-372.36,-417.96,9.71,1.46,111.36,0.0,0.0,File_14550.json
31.28,10224417,0.88,-116.45,-0.11,156,,26.37,0.0,,0.0,,-372.36,-417.96,9.79,3.11,114.43,0.0,0.0,File_4391.json
31.19,11338564,0.88,-116.55,-0.04,173,,39.81,0.0,,0.0,,-372.36,-417.96,9.75,11.62,118.37,0.0,0.0,File_16945.json
31.36,10027785,0.88,-116.09,-0.08,153,,38.41,0.0,,0.0,,-372.36,-417.96,9.75,14.45,110.83,0.0,0.0,File_12228.json
30.75,524336,0.92,-116.55,-0.04,8,,29.35,0.0,,0.0,,-372.36,-417.96,9.79,13.68,7.00,0.0,0.0,File_15469.json
31.01,655417,0.99,-116.45,-0.08,10,,39.51,0.0,,0.0,,-372.36,-417.96,9.79,0.32,8.26,0.0,0.0,File_5633.json
31.11,983110,0.96,-116.18,-0.08,15,,33.14,0.0,,0.0,,-372.36,-417.96,9.79,8.96,9.86,0.0,0.0,File_12248.json
31.27,1048633,0.92,-116.36,-0.04,16,,27.54,0.0,,0.0,,-372.36,-417.96,9.75,5.70,7.63,0.0,0.0,File_4718.json
31.14,11338559,0.99,-116.09,-0.11,173,,38.92,0.0,,0.0,,-372.36,-417.96,9.68,0.72,117.55,0.0,0.0,File_19327.json
31.09,524337,0.88,-115.82,-0.04,8,,38.83,0.0,,0.0,,-372.36,-417.96,9.75,13.07,7.16,0.0,0.0,File_4594.json
31.13,10748706,0.99,-115.73,0.00,164,,38.21,0.0,,0.0,,-372.36,-417.96,9.71,12.73,113.76,0.0,0.0,File_17176.json
30.99,10879797,0.96,-116.73,0.04,166,,27.66,0.0,,0.0,,-372.36,-417.96,9.75,0.39,116.65,0.0,0.0,File_5929.json
31.09,10879789,0.88,-116.36,0.00,166,,28.83,0.0,,0.0,,-372.36,-417.96,9.68,6.50,115.34,0.0,0.0,File_1645.json
31.01,655414,0.92,-116.18,-0.08,10,,39.78,0.0,,0.0,,-372.36,-417.96,9.79,12.53,7.77,0.0,0.0,File_9455.json
30.67,9962230,0.84,-175.36,-0.11,152,,40.89,0.0,,0.0,,-372.36,-417.96,9.75,5.87,107.83,0.0,0.0,File_15511.json
31.24,9831171,0.88,-116.00,0.00,150,,34.84,0.0,,0.0,,-372.36,-417.96,9.71,11.18,110.16,0.0,0.0,File_5919.json
31.44,9962255,0.92,-116.36,-0.04,152,,31.19,0.0,,0.0,,-372.36,-417.96,9.75,13.88,111.91,0.0,0.0,File_13891.json
31.20,10879791,0.84,-115.73,-0.04,166,,38.26,0.0,,0.0,,-372.36,-417.96,9.68,14.42,115.67,0.0,0.0,File_505.json
31.24,524335,0.96,-116.27,-0.04,8,,23.96,0.0,,0.0,,-372.36,-417.96,9.68,5.46,6.83,0.0,0.0,File_9680.json
30.65,983099,0.84,-116.73,-0.04,15,,31.35,0.0,,0.0,,-372.36,-417.96,9.71,13.98,8.06,0.0,0.0,File_10521.json
31.13,1245246,0.99,-116.73,0.00,19,,26.68,0.0,,0.0,,-372.36,-417.96,9.68,1.09,8.13,0.0,0.0,File_16805.json
31.27,10027782,0.92,-116.64,0.00,153,,30.56,0.0,,0.0,,-372.36,-417.96,9.68,1.53,110.34,0.0,0.0,File_13531.json
30.70,2556004,0.88,-116.55,-0.04,39,,27.09,0.0,,0.0,,-372.36,-417.96,9.75,5.70,12.25,0.0,0.0,File_2514.json
31.21,458795,0.92,-116.36,-0.04,7,,39.78,0.0,,0.0,,-372.36,-417.96,9.71,2.44,6.29,0.0,0.0,File_17599.json
30.99,786487,0.84,-116.45,0.00,12,,39.26,0.0,,0.0,,-372.36,-417.96,9.71,13.41,7.72,0.0,0.0,File_9310.json
31.35,9962247,0.88,-115.91,-0.04,152,,37.74,0.0,,0.0,,-372.36,-417.96,9.68,14.05,110.60,0.0,0.0,File_15584.json
30.99,655423,0.76,-115.64,-0.08,10,,39.73,0.0,,0.0,,-372.36,-417.96,9.75,5.09,9.24,0.0,0.0,File_10531.json
31.15,10879802,0.84,-116.27,-0.04,166,,29.12,0.0,,0.0,,-372.36,-417.96,9.68,14.55,117.46,0.0,0.0,File_4715.json
31.12,1048657,0.92,-116.27,-0.08,16,,28.17,0.0,,0.0,,-372.36,-417.96,9.71,13.68,11.55,0.0,0.0,File_14639.json
31.72,720951,0.88,-115.91,0.00,11,,19.58,0.0,,0.0,,-372.36,-417.96,9.75,14.89,7.83,0.0,0.0,File_918.json
31.50,10879790,0.92,-115.82,0.00,166,,41.77,0.0,,0.0,,-372.36,-417.96,9.75,13.71,115.51,0.0,0.0,File_6095.json
31.21,2556008,0.92,-115.82,0.00,39,,38.58,0.0,,0.0,,-372.36,-417.96,9.71,5.36,12.90,0.0,0.0,File_15417.json
30.74,589880,0.92,-116.55,-0.04,9,,27.81,0.0,,0.0,,-372.36,-417.96,9.71,5.83,8.20,0.0,0.0,File_17815.json
31.05,1245252,0.84,-115.73,-0.08,19,,38.88,0.0,,0.0,,-372.36,-417.96,9.71,10.78,9.11,0.0,0.0,File_14301.json
30.94,10224396,0.88,-116.64,-0.04,156,,28.34,0.0,,0.0,,-372.36,-417.96,9.68,11.86,111.00,0.0,0.0,File_12260.json
30.69,589878,0.92,-116.82,0.00,9,,28.00,0.0,,0.0,,-372.36,-417.96,9.71,5.63,7.87,0.0,0.0,File_4719.json
30.84,917560,0.84,-116.27,-0.08,14,,40.31,0.0,,0.0,,-372.36,-417.96,9.75,4.52,7.68,0.0,0.0,File_18753.json
30.70,589879,0.88,-116.64,-0.04,9,,30.87,0.0,,0.0,,-372.36,-417.96,9.75,14.42,8.04,0.0,0.0,File_12647.json
30.70,10748718,0.92,-117.36,-0.04,164,,26.51,0.0,,0.0,,-372.36,-417.96,9.75,5.70,115.72,0.0,0.0,File_5913.json
30.60,852022,0.84,-117.09,0.00,13,,28.26,0.0,,0.0,,-372.36,-417.96,9.79,13.98,7.45,0.0,0.0,File_13632.json
31.60,10158864,0.84,-116.45,0.00,155,,33.62,0.0,,0.0,,-372.36,-417.96,9.75,11.79,111.76,0.0,0.0,File_19134.json
31.11,10552100,0.88,-116.45,-0.08,161,,39.07,0.0,,0.0,,-372.36,-417.96,9.71,10.00,114.40,0.0,0.0,File_8244.json
31.13,10617642,0.84,-116.45,0.00,162,,28.71,0.0,,0.0,,-372.36,-417.96,9.71,12.26,115.27,0.0,0.0,File_18967.json
31.22,10617638,1.03,-116.45,-0.04,162,,34.00,0.0,,0.0,,-372.36,-417.96,9.60,4.59,114.62,0.0,0.0,File_19841.json
31.14,9962250,0.88,-116.45,-0.04,152,,33.10,0.0,,0.0,,-372.36,-417.96,9.71,12.90,111.09,0.0,0.0,File_3273.json
31.20,10814249,0.92,-115.91,0.00,165,,38.28,0.0,,0.0,,-372.36,-417.96,9.71,5.43,114.79,0.0,0.0,File_6547.json
31.36,12649319,0.84,-116.00,0.00,193,,20.58,0.0,,0.0,,-372.36,-417.96,9.64,10.98,121.99,0.0,0.0,File_5679.json
30.65,12059447,0.80,-116.91,-0.08,184,,28.66,0.0,,0.0,,-372.36,-417.96,9.75,5.56,115.10,0.0,0.0,File_15274.json
31.44,11141944,0.92,-116.00,-0.04,170,,38.91,0.0,,0.0,,-372.36,-417.96,9.71,5.36,116.72,0.0,0.0,File_3572.json
31.05,12190539,0.88,-116.82,-0.04,186,,34.11,0.0,,0.0,,-372.36,-417.96,9.71,5.97,118.15,0.0,0.0,File_10088.json
31.50,10421008,0.92,-116.55,0.19,159,,32.81,0.0,,0.0,,-372.36,-417.96,9.68,2.37,111.34,0.0,0.0,File_7766.json
31.35,1114168,0.92,-116.09,0.00,17,,21.71,0.0,,0.0,,-372.36,-417.96,9.79,14.22,7.36,0.0,0.0,File_14773.json
31.15,655412,1.07,-116.00,-0.08,10,,37.42,0.0,,0.0,,-372.36,-417.96,9.75,12.60,7.44,0.0,0.0,File_2708.json
31.09,524335,0.96,-115.82,-0.04,8,,37.70,0.0,,0.0,,-372.36,-417.96,9.68,13.58,6.83,0.0,0.0,File_10319.json
31.61,11993922,0.92,-115.73,0.00,183,,41.79,0.0,,0.0,,-372.36,-417.96,9.71,8.05,116.99,0.0,0.0,File_7210.json
31.34,9962248,0.92,-115.91,-0.04,152,,37.70,0.0,,0.0,,-372.36,-417.96,9.71,12.60,110.77,0.0,0.0,File_6257.json
31.24,720948,0.88,-115.91,-0.04,11,,42.80,0.0,,0.0,,-372.36,-417.96,9.75,13.44,7.34,0.0,0.0,File_5215.json
31.11,589870,0.96,-116.36,-0.08,9,,39.48,0.0,,0.0,,-372.36,-417.96,9.79,12.67,6.57,0.0,0.0,File_19229.json
31.38,9765634,0.88,-116.09,0.00,149,,37.27,0.0,,0.0,,-372.36,-417.96,9.79,5.50,110.10,0.0,0.0,File_687.json
30.96,852021,0.88,-116.45,-0.04,13,,39.83,0.0,,0.0,,-372.36,-417.96,9.75,12.80,7.29,0.0,0.0,File_2908.json
31.44,786500,0.88,-116.09,-0.08,12,,38.72,0.0,,0.0,,-372.36,-417.96,9.75,7.72,9.84,0.0,0.0,File_1692.json
31.10,917568,0.88,-116.36,-0.04,14,,38.64,0.0,,0.0,,-372.36,-417.96,9.79,13.74,8.98,0.0,0.0,File_13094.json
31.54,589877,0.99,-116.45,-0.08,9,,28.18,0.0,,0.0,,-372.36,-417.96,9.71,5.56,7.71,0.0,0.0,File_9715.json
31.09,524339,0.88,-115.82,-0.15,8,,39.35,0.0,,0.0,,-372.36,-417.96,9.71,0.19,7.49,0.0,0.0,File_10569.json
30.86,852025,0.88,-116.55,-0.08,13,,28.95,0.0,,0.0,,-372.36,-417.96,9.75,13.71,7.94,0.0,0.0,File_5252.json
31.34,589885,0.92,-116.27,-0.04,9,,35.90,0.0,,0.0,,-372.36,-417.96,9.71,12.23,9.02,0.0,0.0,File_18394.json
31.43,524335,0.92,-116.00,-0.04,8,,42.64,0.0,,0.0,,-372.36,-417.96,9.75,2.91,6.83,0.0,0.0,File_15991.json
31.42,786485,0.96,-116.09,-0.08,12,,21.03,0.0,,0.0,,-372.36,-417.96,9.71,14.82,7.40,0.0,0.0,File_1482.json
31.12,10748717,0.88,-116.00,-0.04,164,,34.00,0.0,,0.0,,-372.36,-417.96,9.75,11.22,115.55,0.0,0.0,File_12326.json
30.75,524339,0.92,-116.91,-0.08,8,,28.98,0.0,,0.0,,-372.36,-417.96,9.71,5.66,7.49,0.0,0.0,File_15769.json
31.22,10617639,1.03,-115.91,-0.11,162,,33.63,0.0,,0.0,,-372.36,-417.96,9.68,13.74,114.78,0.0,0.0,File_7334.json
31.05,852028,0.84,-116.00,-0.08,13,,40.09,0.0,,0.0,,-372.36,-417.96,9.71,13.00,8.43,0.0,0.0,File_9514.json
31.18,458797,0.92,-116.27,-0.04,7,,29.87,0.0,,0.0,,-372.36,-417.96,9.75,13.95,6.61,0.0,0.0,File_8796.json
31.24,458796,0.96,-116.45,-0.11,7,,24.28,0.0,,0.0,,-372.36,-417.96,9.71,2.54,6.45,0.0,0.0,File_1524.json
30.99,589874,0.88,-116.45,-0.04,9,,40.10,0.0,,0.0,,-372.36,-417.96,9.71,5.36,7.22,0.0,0.0,File_3283.json
30.77,2097241,0.96,-116.64,-0.04,32,,31.98,0.0,,0.0,,-372.36,-417.96,9.75,13.17,11.18,0.0,0.0,File_2873.json
32.34,852024,0.88,-115.45,-0.08,13,,19.79,0.0,,0.0,,-372.36,-417.96,9.75,2.97,7.78,0.0,0.0,File_15809.json
31.01,852026,0.88,-116.64,0.00,13,,40.28,0.0,,0.0,,-372.36,-417.96,9.79,0.25,8.11,0.0,0.0,File_6643.json
30.97,983122,0.92,-116.45,-0.04,15,,25.95,0.0,,0.0,,-372.36,-417.96,9.71,4.69,11.82,0.0,0.0,File_3625.json
30.56,524336,0.88,-116.36,-0.08,8,,23.91,0.0,,0.0,,-372.36,-417.96,9.79,4.86,7.00,0.0,0.0,File_7171.json
31.28,589875,0.92,-116.18,-0.08,9,,39.83,0.0,,0.0,,-372.36,-417.96,9.75,9.84,7.38,0.0,0.0,File_6765.json
31.43,9962259,0.96,-116.27,-0.08,152,,31.32,0.0,,0.0,,-372.36,-417.96,9.75,0.42,112.56,0.0,0.0,File_5148.json
31.37,10814258,0.88,-115.82,-0.04,165,,42.50,0.0,,0.0,,-372.36,-417.96,9.75,7.41,116.26,0.0,0.0,File_1624.json
31.16,10617635,0.84,-115.73,0.00,162,,37.54,0.0,,0.0,,-372.36,-417.96,9.75,5.60,114.13,0.0,0.0,File_12305.json
31.07,1114173,0.92,-116.55,0.04,17,,39.60,0.0,,0.0,,-372.36,-417.96,9.71,3.71,8.18,0.0,0.0,File_15803.json
31.30,589877,0.80,-115.55,-0.08,9,,38.13,0.0,,0.0,,-372.36,-417.96,9.75,7.41,7.71,0.0,0.0,File_6274.json
31.60,458797,0.92,-116.00,-0.04,7,,18.10,0.0,,0.0,,-372.36,-417.96,9.75,5.16,6.61,0.0,0.0,File_10709.json
30.96,1638492,0.92,-116.55,0.00,25,,26.13,0.0,,0.0,,-372.36,-417.96,9.75,10.54,12.40,0.0,0.0,File_6888.json
30.74,589878,0.99,-116.91,0.00,9,,28.96,0.0,,0.0,,-372.36,-417.96,9.75,5.19,7.87,0.0,0.0,File_17419.json
30.95,524339,0.84,-116.91,-0.11,8,,27.78,0.0,,0.0,,-372.36,-417.96,9.75,3.18,7.49,0.0,0.0,File_6467.json
31.06,655414,0.88,-116.00,-0.08,10,,36.73,0.0,,0.0,,-372.36,-417.96,9.75,10.27,7.77,0.0,0.0,File_18653.json
31.04,10093327,0.92,-116.64,-0.11,154,,34.00,0.0,,0.0,,-372.36,-417.96,9.71,12.19,111.70,0.0,0.0,File_17242.json
30.94,655412,0.96,-116.82,-0.04,10,,28.01,0.0,,0.0,,-372.36,-417.96,9.71,14.49,7.44,0.0,0.0,File_6238.json
29.14,720951,0.84,-117.73,-0.04,11,,23.95,0.0,,0.0,,-372.36,-417.96,9.75,11.92,7.83,0.0,0.0,File_9348.json
31.07,524339,0.80,-116.27,-0.04,8,,39.15,0.0,,0.0,,-372.36,-417.96,9.75,4.65,7.49,0.0,0.0,File_18880.json
31.10,10879797,0.88,-116.36,-0.04,166,,39.57,0.0,,0.0,,-372.36,-417.96,9.75,13.58,116.65,0.0,0.0,File_12981.json
31.20,983095,0.84,-116.64,-0.04,15,,26.67,0.0,,0.0,,-372.36,-417.96,9.71,5.70,7.41,0.0,0.0,File_5213.json
30.97,458799,0.84,-116.36,0.00,7,,39.70,0.0,,0.0,,-372.36,-417.96,9.75,4.22,6.94,0.0,0.0,File_6386.json
30.94,10683185,0.88,-116.64,-0.04,163,,29.20,0.0,,0.0,,-372.36,-417.96,9.79,12.46,116.31,0.0,0.0,File_13857.json
31.15,9896711,0.99,-116.64,0.00,151,,32.29,0.0,,0.0,,-372.36,-417.96,9.68,4.45,110.71,0.0,0.0,File_10364.json
30.69,10617622,0.99,-116.73,-0.08,162,,29.04,0.0,,0.0,,-372.36,-417.96,9.75,12.36,112.01,0.0,0.0,File_13611.json
31.38,10552096,0.92,-115.91,-0.04,161,,42.38,0.0,,0.0,,-372.36,-417.96,9.71,13.41,113.74,0.0,0.0,File_19179.json
31.09,524337,0.96,-115.91,-0.08,8,,39.35,0.0,,0.0,,-372.36,-417.96,9.75,3.98,7.16,0.0,0.0,File_15428.json
31.40,10748724,0.88,-116.00,-0.08,164,,42.62,0.0,,0.0,,-372.36,-417.96,9.75,9.77,116.69,0.0,0.0,File_17479.json
31.19,524338,1.03,-116.27,0.04,8,,43.35,0.0,,0.0,,-372.36,-417.96,9.75,1.83,7.32,0.0,0.0,File_7636.json
31.21,524339,0.99,-116.00,-0.08,8,,38.43,0.0,,0.0,,-372.36,-417.96,9.71,5.09,7.49,0.0,0.0,File_12039.json
